2016-02-25 15:21:56.727 INFO  Configuration:757 - HHH000221: Reading mappings from resource: com/wavetec/eqms/models/conf/Activity.hbm.xml
2016-02-25 15:21:56.736 WARN  DTDEntityResolver:75 - HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
2016-02-25 15:21:56.751 INFO  Configuration:757 - HHH000221: Reading mappings from resource: com/wavetec/eqms/models/conf/Counter.hbm.xml
2016-02-25 15:21:56.757 WARN  DTDEntityResolver:75 - HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
2016-02-25 15:21:56.774 INFO  Configuration:757 - HHH000221: Reading mappings from resource: com/wavetec/eqms/models/conf/SystemField.hbm.xml
2016-02-25 15:21:56.781 WARN  DTDEntityResolver:75 - HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
2016-02-25 15:21:56.796 INFO  Configuration:757 - HHH000221: Reading mappings from resource: com/wavetec/eqms/models/conf/User.hbm.xml
2016-02-25 15:21:56.804 WARN  DTDEntityResolver:75 - HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
2016-02-25 15:21:56.821 INFO  Configuration:2214 - HHH000041: Configured SessionFactory: null
2016-02-25 15:21:57.078 INFO  C3P0ConnectionProvider:133 - HHH010002: C3P0 using driver: com.mysql.jdbc.Driver at URL: jdbc:mysql://127.0.0.1:3306/eqms
2016-02-25 15:21:57.079 INFO  C3P0ConnectionProvider:134 - HHH000046: Connection properties: {user=root, password=****, autocommit=false}
2016-02-25 15:21:57.080 INFO  C3P0ConnectionProvider:137 - HHH000006: Autocommit mode: false
2016-02-25 15:21:57.136 INFO  MLog:124 - MLog clients using log4j logging.
2016-02-25 15:21:57.433 INFO  C3P0Registry:248 - Initializing c3p0-0.9.5-pre10 [built 06-November-2014 02:02:55 -0800; debug? true; trace: 10]
2016-02-25 15:21:57.621 INFO  AbstractPoolBackedDataSource:522 - Initializing c3p0 pool... com.mchange.v2.c3p0.PoolBackedDataSource@2e774e19 [ connectionPoolDataSource -> com.mchange.v2.c3p0.WrapperConnectionPoolDataSource@debc724a [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, debugUnreturnedConnectionStackTraces -> false, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> z8kflt9f6xxuq21jxtl61|1d250c6, idleConnectionTestPeriod -> 3000, initialPoolSize -> 5, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 300, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 50, maxStatementsPerConnection -> 0, minPoolSize -> 5, nestedDataSource -> com.mchange.v2.c3p0.DriverManagerDataSource@ab3595a7 [ description -> null, driverClass -> null, factoryClassLocation -> null, forceUseNamedDriverClass -> false, identityToken -> z8kflt9f6xxuq21jxtl61|84f40f, jdbcUrl -> jdbc:mysql://127.0.0.1:3306/eqms, properties -> {user=******, password=******, autocommit=false} ], preferredTestQuery -> null, privilegeSpawnedThreads -> false, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false; userOverrides: {} ], dataSourceName -> null, extensions -> {}, factoryClassLocation -> null, identityToken -> z8kflt9f6xxuq21jxtl61|159f197, numHelperThreads -> 3 ]
2016-02-25 15:21:58.447 INFO  Dialect:145 - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2016-02-25 15:21:58.841 INFO  TransactionFactoryInitiator:62 - HHH000399: Using default transaction strategy (direct JDBC transactions)
2016-02-25 15:21:58.853 INFO  ASTQueryTranslatorFactory:47 - HHH000397: Using ASTQueryTranslatorFactory
